glottocode,name,level,latitude,longitude
muna1246,Muna-Buton,family,,
tuka1246,Tukangbesi-Bonerate,family,,
tuka1247,Tukang Besi,family,,
tuka1249,Tukang Besi South,language,-5.7478,123.948
tome1238,Tomea,dialect,,
bino1238,Binongko,dialect,,
tuka1248,Tukang Besi North,language,-5.30994,123.578
kale1248,Kaledupa,dialect,,
wanc1239,Wanci,dialect,,
bone1254,Bonerate,language,-7.37657,121.792
nucl1576,Nuclear Bonerate,dialect,,
karo1301,Karompa,dialect,,
nucl1573,Nuclear Muna-Buton,family,,
muni1256,Munan,family,,
muni1259,Munic,family,,
kaim1241,Kaimbulawa,language,-5.65447,122.538
lant1240,Lantoi,dialect,,
kamb1301,Kambe-Kambero,dialect,,
west2847,Western Munic,family,,
muna1247,Muna,language,-5.40419,122.541
tiwo1237,Tiworo,dialect,,
stan1308,Standard Muna,dialect,,
tobe1250,Tobea Besar,dialect,,
kato1242,Katobu,dialect,,
kaba1286,Kabawo,dialect,,
tung1291,Tungkuno,dialect,,
lawa1259,Lawa (Standard Muna),dialect,,
gula1271,Gulamas,dialect,,
kada1289,Kadatua,dialect,,
sala1271,Salaa,dialect,,
buru1305,Burukene,dialect,,
lawe1237,Lawela,dialect,,
wale1246,Wale-Ale,dialect,,
kato1243,Katobengke,dialect,,
topa1240,Topa,dialect,,
laom1238,Laompo,dialect,,
guuu1237,Gu,dialect,,
laku1237,Lakudo,dialect,,
lowu1241,Lowu-Lowu,dialect,,
lawa1260,Lawama,dialect,,
mawa1264,Mawasangka,dialect,,
kali1305,Kalia-Lia,dialect,,
siom1237,Siompu,dialect,,
liab1237,Liabuku,language,-5.32268,122.699
panc1247,Pancana,language,-5.29587,122.968
kale1247,Kalende,dialect,,
kapo1248,Kapontori,dialect,,
labu1251,Labuandiri,dialect,,
kiok1239,Kioko,language,-4.99012,122.951
kamb1300,Kambowa,dialect,,
nucl1574,Nuclear Kioko,dialect,,
buso1238,Busoa,language,-5.60524,122.622
buto1237,Butonic,family,,
east2751,East Buton,family,,
kumb1274,Kumbewaha,language,-5.34485,123.154
lasa1237,Lasalimu,language,-5.23602,123.129
ciac1237,Cia-Cia,language,-5.68289,122.791
masi1269,Masiri,dialect,,
wabu1242,Wabula,dialect,,
taki1249,Takimpo,dialect,,
nucl1575,Nuclear Wabula,dialect,,
holi1240,Holimombo,dialect,,
kond1301,Kondowa,dialect,,
bura1274,Burangasi,dialect,,
wali1265,Wali,dialect,,
samp1253,Sampolawa,dialect,,
kaes1237,Kaesabu,dialect,,
bung1268,Bungku-Tolaki,family,,
west2566,Western Bungku-Tolaki,family,,
west2567,West Coast Bungku-Tolaki,family,,
kode1237,Kodeoha,language,-3.39566,120.937
tola1247,Tolaki,language,-4.03577,121.888
koni1261,Konio,dialect,,
laiw1239,Laiwui,dialect,,
tamb1256,Tamboki,dialect,,
aser1237,Asera,dialect,,
meko1237,Mekongga,dialect,,
nori1241,Norio,dialect,,
kona1243,Konawe,dialect,,
wiwi1237,Wiwirano,dialect,,
raha1237,Rahambuu,language,-3.24627,121.059
waru1266,Waru,language,-3.412,122.058
lalo1239,Lalomerui,dialect,,
nucl1572,Nuclear Waru,dialect,,
inte1258,Interior Bungku-Tolaki,family,,
toma1248,Tomadino,language,-2.56493,121.944
pado1242,Padoe,language,-2.60642,121.236
mori1269,Mori Atas,language,-2.2555,121.035
aiko1237,Aikoa,dialect,,
east2489,Eastern Bungku-Tolaki,family,,
east2490,East Coast Bungku-Tolaki,family,,
kuli1254,Kulisusu,language,-4.58411,123.045
wawo1239,Wawonii,language,-4.13587,123.1
nucl1570,Nuclear Wawonii,dialect,,
menu1237,Menui,dialect,,
koro1311,Koroni,language,-2.6367,121.977
bung1269,Bungku,language,-3.22197,122.212
rout1237,Routa,dialect,,
nucl1571,Nuclear Bungku,dialect,,
tore1237,Torete,dialect,,
tula1253,Tulambatu,dialect,,
waia1242,Waia (Bungku),dialect,,
land1259,Landawe,dialect,,
talo1252,Taloki,language,-4.6478,122.872
mori1268,Mori Bawah,language,-2.56016,121.37
soro1239,Soroako,dialect,,
karo1300,Karonsie,dialect,,
tamb1255,Tambe'e,dialect,,
peta1246,Petasia,dialect,,
nahi1237,Nahina,dialect,,
baho1237,Bahonsuai,language,-2.22572,121.707
moro1287,Moronene,language,-4.62361,121.824
kaba1285,Kabaena,dialect,,
wita1237,Wita Ea,dialect,,
rumb1240,Rumbia,dialect,,
pole1241,Poleang,dialect,,
salu1251,Saluan-Banggai,family,,
east2491,Eastern Saluan-Banggai,family,,
bala1315,Balantak,language,-0.86809,123.289
bang1368,Banggai,language,-1.58305,123.171
west2570,West Banggai,dialect,,
east2492,East Banggai,dialect,,
west2571,Western Saluan-Banggai,family,,
andi1257,Andio,language,-0.88368,123.174
salu1252,Saluanic,family,,
bobo1255,Bobongko,language,-0.36759,121.922
batu1263,Batui-Saluan,family,,
batu1260,Batui,language,-1.254442,122.487151
salu1253,Saluan,language,-2.748,121.3
tali1261,Taliaboic,family,,
kada1286,Kadai,language,-1.74547,125.142
tali1262,Taliabu,language,-1.79516,124.869
mang1407,Mangei,dialect,,
pada1258,Padang (Taliabu),dialect,,
mana1296,Mananga,dialect,,
kail1255,Kaili-Wolio,family,,
wotu1239,Southern Kaili-Wolio,family,,
isla1281,Island Kaili-Wolio,family,,
kala1393,Kalao-Laiyolo,family,,
kala1394,Kalao,language,-7.31213,120.995
laiy1246,Laiyolo,language,-6.45512,120.483
nucl1577,Nuclear Laiyolo,dialect,,
bara1372,Barang-Barang,dialect,,
woli1240,Wolio-Kamaru,family,,
woli1241,Wolio,language,-5.33,122.67
kama1364,Kamaru,language,-5.15696,123.045
wotu1240,Wotu,language,-2.59593,120.9
nort2898,Northern Kaili-Wolio,family,,
kail1254,Greater Kaili,family,,
sedo1237,Sedoa,language,-1.37295,120.378
comm1248,Common Kaili,family,,
bara1371,Baras,language,-1.5667,119.342
daak1235,Da'a Kaili,language,-1.21051,119.527
inde1241,Inde,dialect,,
daaa1238,Da'a,dialect,,
unde1235,Unde Kaili,language,-0.85876,119.673
ledo1238,Ledo Kaili,language,-1.03033,120.132
adoo1237,Ado,dialect,,
edoo1240,Edo,dialect,,
taaa1243,Taa (Indonesia),dialect,,
raii1238,Rai (Ledo Kaili),dialect,,
raio1237,Raio,dialect,,
doii1242,Doi (Indonesia),dialect,,
tado1247,Tado (Ledo Kaili),dialect,,
ledo1237,Ledo,dialect,,
ijaa1237,Ija,dialect,,
tara1318,Tara,dialect,,
kula1284,Kulawi,family,,
moma1242,Moma,language,-1.4313,120.009
lind1248,Tado-Lindu,language,-1.35748,120.063
tado1246,Tado,dialect,,
lind1249,Linduan,dialect,,
umas1234,Uma-Sarudu,family,,
umaa1242,Uma,language,-1.70416,119.968
toba1267,Tobaku,dialect,,
wina1237,Winatu,dialect,,
kant1250,Kantewu,dialect,,
sout2927,Southern Uma,dialect,,
bana1291,Bana (Austronesian),dialect,,
tole1238,Tolee',dialect,,
beng1288,Benggaulu,dialect,,
saru1242,Sarudu,language,-1.7094,119.349
kulu1257,Kulu,dialect,,
nunu1251,Nunu',dialect,,
pamo1251,Pamona-Tombelala,family,,
pamo1252,Pamona,language,-1.62663,121.268
ampa1240,Ampana-Togian,dialect,,
puum1234,Pu'u Mboto,dialect,,
topa1242,Topada,dialect,,
rapa1246,Rapangkaka,dialect,,
toko1244,Tokondindi,dialect,,
laiw1240,Laiwonu,dialect,,
poso1239,Poso-Tojo,dialect,,
lala1271,Lalaeo,dialect,,
lake1263,Lake Poso,dialect,,
sino1247,Sinohoan,dialect,,
toba1283,Tobau,dialect,,
tomb1245,Tombelala,language,-2.50998,121.915
topo1243,Topoiyo,language,-2.06702,119.314
nunu1252,Nunusaku,family,,
kaye1241,Kayeli,language,-3.39247,127.118
luma1237,Lumaete,dialect,,
leli1237,Leliali,dialect,,
nucl1527,Nuclear Kayeli,dialect,,
thre1238,Three Rivers,family,,
amal1243,Amalumute,family,,
nort3221,Northwest Seram,family,,
hulu1246,Hulung,language,-2.87389,128.587
lisa1239,Lisabata-Nuniali,language,-2.87434,128.265
nuni1252,Nuniali,dialect,,
suka1244,Sukaraja,dialect,,
lisa1240,Lisabata-Timur,dialect,,
kawa1278,Kawa,dialect,,
loun1239,Loun,language,-2.8778,128.912
sale1244,Saleman,language,-2.82548,129.427
ulat1237,Ulat Inai,family,,
alun1238,Alune,language,-3.11477,128.394
nort2866,North Coastal Alune,dialect,,
cent2077,Central East Alune,dialect,,
kair1264,Kairatu,dialect,,
cent2078,Central West Alune,dialect,,
sout2893,South Alune,dialect,,
naka1263,Naka'ela,language,-2.85543,128.516
yala1266,Yalahatan-Haruru-Awaiya,language,-3.3619,129.315
nort2864,Wemale,language,-3.05143,128.839
hora1237,Horale,dialect,,
uwen1237,Uwenpantai,dialect,,
kasi1255,Kasieh,dialect,,
piru1243,Piru Bay,family,,
east2752,East Piru Bay,family,,
sole1243,Solehua,family,,
paul1238,Paulohi,language,-3.25404,128.779
sera1270,Seram Straits,family,,
kaib1244,Kaibobo,language,-3.1603,128.211
hatu1245,Hatusua,dialect,,
nucl1530,Nuclear Kaibobo,dialect,,
ulia1238,Uliase,family,,
hatu1247,Hatuhaha,family,,
hatu1244,Saparuan,family,,
elpa1239,Elpaputi,family,,
nusa1245,Nusa Laut,language,-3.67727,128.776
amah1245,Amahai,language,-3.32028,128.939
ruta1241,Rutah,dialect,,
soah1237,Soahuku,dialect,,
maka1308,Makariki,dialect,,
sapa1250,Saparua-Latu,family,,
sapa1251,Saparua,language,-3.58314,128.639
kulu1256,Kulur,dialect,,
siri1271,Siri-Sori,dialect,,
ihas1240,Iha-Saparua,dialect,,
ihas1239,Iha-Seram,dialect,,
latu1237,Latu,language,-3.41302,128.667
haru1244,Haruku,language,-3.57029,128.476
hula1240,Hulaliu,dialect,,
pela1244,Pelauw,dialect,,
kail1252,Kailolo,dialect,,
roho1238,Rohomoni,dialect,,
kama1362,Kamarian,language,-3.40779,128.526
ambo1254,Ambonic,family,,
nort3236,Northeast Ambon,family,,
hitu1239,Hitu,language,-3.57478,128.186
hila1237,Hila,dialect,,
waka1276,Wakal,dialect,,
more1257,Morela,dialect,,
nucl1529,Nuclear Hitu,dialect,,
mama1274,Mamala,dialect,,
tule1244,Tulehu,language,-3.57785,128.31
nucl1528,Nuclear Tulehu,dialect,,
lian1254,Liang,dialect,,
tial1240,Tial,dialect,,
teng1269,Tengah-Tengah,dialect,,
cent2289,Central Ambon,family,,
laha1251,Laha (Indonesia),language,-3.70755,128.073
seit1239,Seit-Kaitetu,language,-3.6111,128.068
seit1240,Seit,dialect,,
kait1239,Kaitetu,dialect,,
east2757,Eastern Littoral Piru Bay,family,,
sepa1242,Sepa (Indonesia),language,-3.36682,129.243
telu1263,Teluti,language,-3.2969,129.663
laha1252,Laha Serani,dialect,,
west2539,West Teluti,dialect,,
west2843,West Piru Bay,family,,
asil1242,Asilulu,language,-3.67302,127.952
nucl1531,Nuclear Asilulu,dialect,,
nege1241,Negeri Lima,dialect,,
uren1238,Ureng,dialect,,
hoam1238,Hoamoal,family,,
west2853,West Hoamoal,family,,
mani1297,Manipa,language,-3.30342,127.565
luhu1243,Luhu-Piru,language,-3.13187,127.966
batu1259,Batu Merah,dialect,,
kela1256,Kelang,dialect,,
nucl1532,Nuclear Luhu,dialect,,
east2468,East Hoamoal,family,,
lari1255,Larike-Wakasihu,language,-3.76522,127.956
waka1277,Wakasihu,dialect,,
lari1256,Larike,dialect,,
alla1249,Allang,dialect,,
boan1242,Boano (Maluku),language,-2.95535,127.953
pata1263,Patakai-Manusela,family,,
nuau1240,Patakai,family,,
nort2867,North Nuaulu,language,-2.93154,129.277
sout2895,South Nuaulu,language,-3.23411,129.148
manu1263,Manusela-Huaulu,family,,
huau1237,Huaulu,language,-2.95835,129.202
manu1258,Manusela,language,-3.1109,129.429
kani1284,Kanikeh,dialect,,
hatu1246,Hatuolu,dialect,,
mane1264,Maneo,dialect,,
sout2894,South Manusela,dialect,,
pala1344,Palauan,language,7.34138,134.476678
nort2899,Northwest Formosan,family,,
kulo1237,Pazeh-Kahabu,language,23.7562,120.976
kaha1242,Kahabu,dialect,,
paze1234,Pazeh,dialect,,
kulo1238,Kulon,language,25.00238,121.32473
sais1237,Saisiyat,language,24.6043,121.067
taai1237,Taai,dialect,,
tung1292,Tungho,dialect,,
east2493,East Formosan,family,,
nort2900,Northern East Formosan,family,,
basa1287,Basay,language,25.0046,121.857
lina1245,Linaw-Qauqaut,dialect,,
trob1237,Trobiawan,dialect,,
keta1243,Ketangalan,language,25.0257,121.425
kava1241,Kavalan,language,24.6947,121.645
kare1340,Kareovan,dialect,,
sira1267,Sirayaic,language,22.9777,120.315
taiv1237,Taivoan,dialect,,
nucl1578,Siraya,dialect,,
lama1281,Lamai,dialect,,
pang1293,Pangsoia-Dolatok,dialect,,
maka1313,Makatao,dialect,,
cent2103,Central East Formosan,family,,
amis1246,Amis,language,23.0917,121.348
tava1241,Tavalong-Vataan,dialect,23.635064,121.422761
sout2929,Southern Amis,dialect,,
nata1254,Northern Amis,dialect,23.9386,121.59
cent2104,Central Amis,dialect,,
saki1247,Sakizaya,language,24.026316,121.531394
cayu1262,Cayubaba,language,-13.2482,-65.4822
east1459,East Bird's Head,family,,
mani1235,Sougb,language,-1.49611,133.95
meax1236,Meax,family,,
meya1236,Meyah,language,-1.18016,133.618
mosk1236,Moskona,language,-1.62201,133.145
yeni1252,Yeniseian,family,,
sout2751,Southern Yeniseian,family,,
arin1242,Arin-Pumpokol,family,,
arin1243,Arin,language,57.0,93.0
pump1237,Pumpokol,language,58.5,92.0
kott1239,Kott-Assan,language,55.0,94.0
nort2746,Northern Yeniseian,family,,
yugh1239,Yugh,language,60.8778,89.7479
kett1243,Ket,language,63.7551,87.5466
cent2358,Central Ket,dialect,,
nort3323,Northern Ket,dialect,,
sout3307,Southern Ket,dialect,,
toto1251,Totonacan,family,,
toto1252,Totonac,family,,
cent1397,Central Totonacan,family,,
lowl1271,Lowland-Sierra Totonacan,family,,
papa1238,Papantla Totonac,language,20.5671,-97.2554
elta1234,El Tajín,dialect,,
cerr1236,Cerro del Carbón,dialect,,
eles1234,El Escolín,dialect,,
lowl1244,Sierra Totonacan,family,,
high1243,Highland Totonac,language,20.3798,-97.6159
hueh1237,Huehuetla Totonac,dialect,,
zapo1438,Zapotitlán,dialect,,
zong1243,Zongozotl,dialect,,
olin1234,Olintla,dialect,,
coat1246,Coatepec,dialect,,
ozel1234,Ozelonacaxtla,dialect,,
coyu1235,Coyutla Totonac,language,20.5447,-97.6852
prog1234,Progreso de Zaragoza,dialect,,
meca1234,Mecatlán,dialect,,
lasl1234,Las Lomas,dialect,,
saba1283,Sabaneta,dialect,,
cerr1235,Cerro Grande Totonac,dialect,,
filo1235,Filomeno Mata Totonac,language,20.1415,-97.5931
nort3265,Northern Totonacan,family,,
coah1253,Coahuitlán Totonac,language,20.258836,-97.729504
neca1234,Necaxan,family,,
uppe1275,Upper Necaxa Totonac,language,20.236,-97.81
sanp1263,San Pedro Tlaolantongo,dialect,,
cent2384,Central-Western Upper Nexaca Totonac,dialect,,
chic1276,Chicontla,dialect,,
patl1235,Patla-Cacahuatlán,dialect,,
tecp1235,Tecpatlán Totonac,language,20.2394,-97.8675
xico1235,Xicotepec De Juárez Totonac,language,20.6532,-97.7463
xico1236,Xicotepec,dialect,,
apap1241,Apapantilla,dialect,,
pant1257,Pantepec,dialect,,
zihu1238,Zihuateutla Totonac,dialect,,
west1511,Ozumatlán Totonac,language,20.4574,-97.9486
yecu1235,Yecuatla Totonac,language,20.1765,-96.8741
tepe1243,Tepehua,family,,
hueh1236,Huehuetla Tepehua,language,20.6189,-97.9347
pisa1237,Pisaflores Tepehua,language,20.7039,-98.0305
tlac1235,Tlachichilco Tepehua,language,20.704,-98.1947
yama1264,Yámana,language,-55.2748,-68.2648
woll1234,Wollaston-South Yámana,dialect,,
sout3330,South Yámana,dialect,,
hatu1248,Hatuwaia,dialect,,
ufya1234,Ufyargo,dialect,,
woll1235,Wollaston Yámana,dialect,,
west2943,West Yámana,dialect,,
cent2363,Central Yámana,dialect,,
east2853,East Yámana,dialect,,
arti1236,Artificial Language,family,,
afri1275,Afrihili,language,,
ling1267,Lingua Franca Nova,language,,
klin1234,Klingon,language,,
brit1244,Brithenig,language,,
quen1234,Quenya,language,,
nkoa1234,N'Ko,language,,
laad1235,Láadan,language,,
eska1234,Eskayan,language,,
talo1253,Talossan,language,,
kota1280,Kotava,language,,
espe1236,Esperantic,family,,
idoo1234,Ido,language,,
espe1235,Esperanto,language,49.3273,2.81045
inte1260,Interlingue (Occidental),language,,
efat1240,Efate-group-based Artificial Language,family,,
efat1235,Efatese,language,-17.57023,168.25945
inte1261,Interglossa,language,,
lojb1234,Lojban,language,,
pala1356,Palawa Kani,language,,
sind1281,Sindarin,language,,
blis1239,Blissymbols,language,,
bala1318,Balaybalan,language,,
novi1234,Novial,language,,
neoa1234,Neo (Artificial Language),language,,
lada1245,Ladakhi Sign,language,,
dutt1234,Dutton World Speedwords,language,,
inte1239,Interlingua (International Auxiliary Language Association),language,48.203,2.615
roma1338,Romanova,language,,
vola1234,Volapük,language,,
inte1263,Interslavic zonal constructed language,language,49.07835,17.44454
renn1236,Rennellese Sign Language,language,-11.615,160.219
toki1239,Toki Pona,language,,
inte1262,Interlingue,language,,
kunz1244,Kunza,language,-23.0,-69.0
mail1249,Mailuan,family,,
mail1248,Mailu,language,-10.3657,149.521
ilai1239,Ilai,dialect,-10.324263,149.582399
doma1262,Domara,dialect,-10.176721,148.5348284
asia1264,Asiaoro,dialect,-10.280863,149.361218
isla1273,Island,dialect,-10.38578,149.355593
dere1243,Derebai,dialect,-10.292078,149.405074
geag1239,Geagea,dialect,-10.357408,149.514366
bore1246,Borebo,dialect,-10.340153,149.45478
baib1249,Baibara,dialect,-10.36026,149.601352
dara1252,Darava,dialect,-10.237355,149.124637
mora1273,Morawa,language,-10.1321,148.671
laua1245,Laua,language,-10.16145,149.25747
bina1273,Binaharic,family,,
bina1275,Binahari-Neme,language,-10.0874,148.835
bina1274,Binahari-Ma,language,-10.133855,148.723092
domu1245,Domu,language,-10.151,148.45
bauw1241,Bauwakic,family,,
ooku1235,Ooku,language,-10.13509,149.100566
bauw1240,Bauwaki,language,-9.82577,148.815
shom1245,Shom Peng,language,7.02099,93.8064
iber1250,Iberian,language,40.624,0.212401
nucl1710,Nuclear-Macro-Je,family,,
jeee1236,Je,family,,
jese1235,Je Setentrional,family,,
core1264,Core Northern Je,family,,
suya1243,Suyá,language,-11.5178,-53.0743
beic1238,Beiço de Pau,dialect,,
yaru1258,Yaruma,dialect,,
timb1253,Eastern Timbira,family,,
sout3244,Southeastern Timbira,family,,
para1315,Pará-Maranhão Gavião,language,-4.91161,-49.0217
timb1254,Parkatejê,dialect,,
krik1239,Pykobjê,dialect,-5.94252,-46.7504
krin1238,Krinkati,dialect,,
cane1242,Canela-Krahô,language,-6.10712,-45.1299
ramk1239,Ramkokamekra,dialect,,
krah1246,Krahô,dialect,-8.01172,-47.5774
apan1243,Apanjekra,dialect,,
krey1238,Northeastern Timbira,language,-4.199179,-44.8295387
apin1244,Apinayé,language,-6.10774,-47.6315
kaya1330,Kayapó,language,-7.77352,-51.6737
xikr1238,Xikrin,dialect,,
kara1501,Kayapó of Pará,dialect,,
kaya1331,Txucarramãe,dialect,,
pana1307,Panará,language,-10.58,-53.0
jece1235,Je Central,family,,
xava1240,Xavánte,language,-14.3017,-52.4367
acro1239,Acroá,language,-12.594,-40.21445
xere1240,Xerénte,language,-9.59426,-48.2629
xakr1238,Xakriabá,language,-19.0,-47.0
jeme1246,Je Meridional,family,,
kain1270,Kaingang-Xokleng,family,,
kain1271,Kaingangic,family,,
saop1235,São Paulo Kaingáng,language,-21.771882,-50.429849
kain1272,Kaingang,language,-27.7671,-52.5394
para1314,Paraná Kaingang,dialect,,
sout2998,Southwest Kaingang,dialect,,
sout2997,Southeast Kaingang,dialect,,
cent2143,Central Kaingang,dialect,,
xokl1240,Xokleng,language,-26.9217,-49.5886
inga1253,Ingain-Kimda,family,,
kimd1235,Kimda,language,-25.826594,-54.625855
inga1254,Ingain,language,-24.621052,-54.254151
geic1236,Geico,language,-6.56,-43.0
jabu1249,Jabuti,family,,
arik1265,Arikapú,language,-12.4878,-62.7261
djeo1235,Djeoromitxí,language,-12.038,-64.6694
kara1500,Karajá,language,-11.1881,-50.3492
java1255,Javaé,dialect,,
xamb1234,Xambioá,dialect,,
nort3408,Northern Karajá,dialect,,
sout3388,Southern Karajá,dialect,,
maxa1249,Maxakali-Borum,family,,
maxa1246,Maxakalian,family,,
mala1432,Malali,language,-16.833987,-42.282716
pata1261,Pataxó Hã-Ha-Hãe,language,-15.9167,-40.0333
west2636,Western Maxakali,family,,
macu1258,Macuni,language,-17.904785,-39.809418
capo1236,Capoxo,language,-16.766667,-42.033333
maxa1247,Maxakalí,language,-16.9402,-40.7891
unun9898,Unclassified Maxakalian,family,,
coro1248,Koropó,language,-21.3907,-42.716
kren1239,Borum,language,-18.9988,-41.2299
guti1236,Guti-Krak,dialect,,
nakr1234,Nakrehe,dialect,,
baku1266,Bakuen,dialect,,
nakn1234,Naknanuk,dialect,,
kren1240,Krenák,dialect,,
pozh1234,Pozhichá,dialect,,
nakn1235,Nak-Nyapman,dialect,,
aran1269,Arana-Borum,dialect,,
guer1242,Gueren,dialect,-17.726974,-39.61441
krak1234,Krakmun,dialect,,
ship1257,Shiporok,dialect,,
rikb1245,Rikbaktsa,language,-11.1887,-58.1942
ofay1240,Ofayé,language,-22.278,-53.7227
boro1281,Bororoan,family,,
umot1240,Umotína,language,-15.5929,-57.4192
boro1285,Bororo-Otuke,family,,
otuk1240,Otuke,language,-15.2698,-59.6986
boro1282,Bororo,language,-16.6029,-55.2004
bira1253,Ongota,language,5.29807,37.025
lule1238,Lule,language,-25.221839,-61.887818
hara1260,Harakmbut,family,,
amar1274,Amarakaeri,language,-12.4931,-70.5533
kisa1267,Kisambaeri,dialect,,
arak1258,Arakmbut,dialect,,
huac1244,Huachipaeri,language,-13.31951,-71.22749
toye1240,Toyeri,dialect,,
sapi1239,Sapiteri,dialect,,
aras1241,Arasairi,dialect,,
huac1245,Huachipaire,dialect,,
yele1255,Yele,language,-11.3796,154.127
jinj1238,Jinjo,dialect,,
dami1238,Daminyu,dialect,,
